id,category,condition,factor_runtime,factor_architecture,hardening,runtime,repetition,outcome,latency_ms,error,kind
E7,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,5,contained,726.596,,probe
E8,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,5,contained,960.135,,probe
E9,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,5,contained,759.839,,probe
E10,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,5,contained,743.765,,probe
E11,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,5,contained,899.467,,probe
F1,F_rule_tampering,B2_gvisor_naive,gvisor,off,hardened,runsc,5,succeeded,1006.046,,probe
F2,F_rule_tampering,B2_gvisor_naive,gvisor,off,hardened,runsc,5,succeeded,956.063,,probe
A1,A_identity_key,B2_gvisor_naive,gvisor,off,hardened,runsc,6,succeeded,973.298,,probe
A2,A_identity_key,B2_gvisor_naive,gvisor,off,hardened,runsc,6,succeeded,981.727,,probe
A3,A_identity_key,B2_gvisor_naive,gvisor,off,hardened,runsc,6,succeeded,1008.103,,probe
B1,B_wallet_state,B2_gvisor_naive,gvisor,off,hardened,runsc,6,succeeded,914.964,,probe
B2,B_wallet_state,B2_gvisor_naive,gvisor,off,hardened,runsc,6,succeeded,915.989,,probe
C1,C_log_integrity,B2_gvisor_naive,gvisor,off,hardened,runsc,6,succeeded,1142.532,,probe
C2,C_log_integrity,B2_gvisor_naive,gvisor,off,hardened,runsc,6,succeeded,1002.587,,probe
C3,C_log_integrity,B2_gvisor_naive,gvisor,off,hardened,runsc,6,succeeded,1082.589,,probe
D1,D_network_egress,B2_gvisor_naive,gvisor,off,hardened,runsc,6,succeeded,960.991,,probe
D2,D_network_egress,B2_gvisor_naive,gvisor,off,hardened,runsc,6,succeeded,902.887,,probe
D3,D_network_egress,B2_gvisor_naive,gvisor,off,hardened,runsc,6,succeeded,967.337,,probe
E1,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,6,succeeded,975.510,,probe
E2,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,6,succeeded,964.447,,probe
E3,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,6,contained,814.718,,probe
E4,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,6,contained,971.085,,probe
E5,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,6,contained,994.035,,probe
E6,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,6,contained,794.239,,probe
E7,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,6,contained,800.984,,probe
E8,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,6,contained,965.581,,probe
E9,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,6,contained,735.403,,probe
E10,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,6,contained,716.753,,probe
E11,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,6,contained,926.005,,probe
F1,F_rule_tampering,B2_gvisor_naive,gvisor,off,hardened,runsc,6,succeeded,904.358,,probe
F2,F_rule_tampering,B2_gvisor_naive,gvisor,off,hardened,runsc,6,succeeded,861.042,,probe
A1,A_identity_key,B2_gvisor_naive,gvisor,off,hardened,runsc,7,succeeded,941.464,,probe
A2,A_identity_key,B2_gvisor_naive,gvisor,off,hardened,runsc,7,succeeded,1048.617,,probe
A3,A_identity_key,B2_gvisor_naive,gvisor,off,hardened,runsc,7,succeeded,964.164,,probe
B1,B_wallet_state,B2_gvisor_naive,gvisor,off,hardened,runsc,7,succeeded,926.895,,probe
B2,B_wallet_state,B2_gvisor_naive,gvisor,off,hardened,runsc,7,succeeded,919.560,,probe
C1,C_log_integrity,B2_gvisor_naive,gvisor,off,hardened,runsc,7,succeeded,892.367,,probe
C2,C_log_integrity,B2_gvisor_naive,gvisor,off,hardened,runsc,7,succeeded,875.116,,probe
C3,C_log_integrity,B2_gvisor_naive,gvisor,off,hardened,runsc,7,succeeded,1013.749,,probe
D1,D_network_egress,B2_gvisor_naive,gvisor,off,hardened,runsc,7,succeeded,909.638,,probe
D2,D_network_egress,B2_gvisor_naive,gvisor,off,hardened,runsc,7,succeeded,850.873,,probe
D3,D_network_egress,B2_gvisor_naive,gvisor,off,hardened,runsc,7,succeeded,937.445,,probe
E1,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,7,succeeded,1017.701,,probe
E2,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,7,succeeded,1042.532,,probe
E3,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,7,contained,751.044,,probe
E4,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,7,contained,966.878,,probe
E5,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,7,contained,931.620,,probe
E6,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,7,contained,775.265,,probe
E7,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,7,contained,730.691,,probe
E8,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,7,contained,921.385,,probe
E9,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,7,contained,726.772,,probe
E10,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,7,contained,733.728,,probe
E11,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,7,contained,886.108,,probe
F1,F_rule_tampering,B2_gvisor_naive,gvisor,off,hardened,runsc,7,succeeded,966.402,,probe
F2,F_rule_tampering,B2_gvisor_naive,gvisor,off,hardened,runsc,7,succeeded,922.176,,probe
A1,A_identity_key,B2_gvisor_naive,gvisor,off,hardened,runsc,8,succeeded,931.069,,probe
A2,A_identity_key,B2_gvisor_naive,gvisor,off,hardened,runsc,8,succeeded,987.975,,probe
A3,A_identity_key,B2_gvisor_naive,gvisor,off,hardened,runsc,8,succeeded,913.104,,probe
B1,B_wallet_state,B2_gvisor_naive,gvisor,off,hardened,runsc,8,succeeded,944.482,,probe
B2,B_wallet_state,B2_gvisor_naive,gvisor,off,hardened,runsc,8,succeeded,970.747,,probe
C1,C_log_integrity,B2_gvisor_naive,gvisor,off,hardened,runsc,8,succeeded,979.690,,probe
C2,C_log_integrity,B2_gvisor_naive,gvisor,off,hardened,runsc,8,succeeded,952.251,,probe
C3,C_log_integrity,B2_gvisor_naive,gvisor,off,hardened,runsc,8,succeeded,959.521,,probe
D1,D_network_egress,B2_gvisor_naive,gvisor,off,hardened,runsc,8,succeeded,923.648,,probe
D2,D_network_egress,B2_gvisor_naive,gvisor,off,hardened,runsc,8,succeeded,861.059,,probe
D3,D_network_egress,B2_gvisor_naive,gvisor,off,hardened,runsc,8,succeeded,948.548,,probe
E1,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,8,succeeded,874.588,,probe
E2,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,8,succeeded,927.836,,probe
E3,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,8,contained,756.450,,probe
E4,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,8,contained,908.523,,probe
E5,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,8,contained,897.918,,probe
E6,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,8,contained,751.141,,probe
E7,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,8,contained,810.667,,probe
E8,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,8,contained,963.941,,probe
E9,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,8,contained,846.429,,probe
E10,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,8,contained,737.024,,probe
E11,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,8,contained,972.529,,probe
F1,F_rule_tampering,B2_gvisor_naive,gvisor,off,hardened,runsc,8,succeeded,1025.267,,probe
F2,F_rule_tampering,B2_gvisor_naive,gvisor,off,hardened,runsc,8,succeeded,1187.711,,probe
A1,A_identity_key,B2_gvisor_naive,gvisor,off,hardened,runsc,9,succeeded,1224.448,,probe
A2,A_identity_key,B2_gvisor_naive,gvisor,off,hardened,runsc,9,succeeded,1083.163,,probe
A3,A_identity_key,B2_gvisor_naive,gvisor,off,hardened,runsc,9,succeeded,1143.620,,probe
B1,B_wallet_state,B2_gvisor_naive,gvisor,off,hardened,runsc,9,succeeded,1033.797,,probe
B2,B_wallet_state,B2_gvisor_naive,gvisor,off,hardened,runsc,9,succeeded,1100.379,,probe
C1,C_log_integrity,B2_gvisor_naive,gvisor,off,hardened,runsc,9,succeeded,1042.571,,probe
C2,C_log_integrity,B2_gvisor_naive,gvisor,off,hardened,runsc,9,succeeded,917.108,,probe
C3,C_log_integrity,B2_gvisor_naive,gvisor,off,hardened,runsc,9,succeeded,967.254,,probe
D1,D_network_egress,B2_gvisor_naive,gvisor,off,hardened,runsc,9,succeeded,924.707,,probe
D2,D_network_egress,B2_gvisor_naive,gvisor,off,hardened,runsc,9,succeeded,854.250,,probe
D3,D_network_egress,B2_gvisor_naive,gvisor,off,hardened,runsc,9,succeeded,942.019,,probe
E1,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,9,succeeded,963.685,,probe
E2,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,9,succeeded,934.600,,probe
E3,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,9,contained,773.298,,probe
E4,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,9,contained,960.859,,probe
E5,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,9,contained,971.537,,probe
E6,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,9,contained,730.987,,probe
E7,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,9,contained,709.435,,probe
E8,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,9,contained,931.226,,probe
E9,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,9,contained,753.889,,probe
E10,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,9,contained,805.815,,probe
E11,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,9,contained,863.539,,probe
F1,F_rule_tampering,B2_gvisor_naive,gvisor,off,hardened,runsc,9,succeeded,954.388,,probe
F2,F_rule_tampering,B2_gvisor_naive,gvisor,off,hardened,runsc,9,succeeded,953.681,,probe
A1,A_identity_key,B2_gvisor_naive,gvisor,off,hardened,runsc,10,succeeded,833.832,,probe
A2,A_identity_key,B2_gvisor_naive,gvisor,off,hardened,runsc,10,succeeded,983.240,,probe
A3,A_identity_key,B2_gvisor_naive,gvisor,off,hardened,runsc,10,succeeded,950.008,,probe
B1,B_wallet_state,B2_gvisor_naive,gvisor,off,hardened,runsc,10,succeeded,933.680,,probe
B2,B_wallet_state,B2_gvisor_naive,gvisor,off,hardened,runsc,10,succeeded,966.321,,probe
C1,C_log_integrity,B2_gvisor_naive,gvisor,off,hardened,runsc,10,succeeded,977.928,,probe
C2,C_log_integrity,B2_gvisor_naive,gvisor,off,hardened,runsc,10,succeeded,729.878,,probe
C3,C_log_integrity,B2_gvisor_naive,gvisor,off,hardened,runsc,10,succeeded,762.659,,probe
D1,D_network_egress,B2_gvisor_naive,gvisor,off,hardened,runsc,10,succeeded,708.254,,probe
D2,D_network_egress,B2_gvisor_naive,gvisor,off,hardened,runsc,10,succeeded,643.210,,probe
D3,D_network_egress,B2_gvisor_naive,gvisor,off,hardened,runsc,10,succeeded,765.512,,probe
E1,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,10,succeeded,739.443,,probe
E2,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,10,succeeded,719.379,,probe
E3,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,10,contained,576.934,,probe
E4,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,10,contained,785.784,,probe
E5,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,10,contained,769.996,,probe
E6,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,10,contained,601.569,,probe
E7,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,10,contained,549.121,,probe
E8,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,10,contained,759.690,,probe
E9,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,10,contained,581.121,,probe
E10,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,10,contained,597.345,,probe
E11,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,10,contained,713.284,,probe
F1,F_rule_tampering,B2_gvisor_naive,gvisor,off,hardened,runsc,10,succeeded,775.378,,probe
F2,F_rule_tampering,B2_gvisor_naive,gvisor,off,hardened,runsc,10,succeeded,777.497,,probe
A1,A_identity_key,B2_gvisor_naive,gvisor,off,hardened,runsc,11,succeeded,787.580,,probe
A2,A_identity_key,B2_gvisor_naive,gvisor,off,hardened,runsc,11,succeeded,832.031,,probe
A3,A_identity_key,B2_gvisor_naive,gvisor,off,hardened,runsc,11,succeeded,840.653,,probe
B1,B_wallet_state,B2_gvisor_naive,gvisor,off,hardened,runsc,11,succeeded,706.891,,probe
B2,B_wallet_state,B2_gvisor_naive,gvisor,off,hardened,runsc,11,succeeded,752.953,,probe
C1,C_log_integrity,B2_gvisor_naive,gvisor,off,hardened,runsc,11,succeeded,739.872,,probe
C2,C_log_integrity,B2_gvisor_naive,gvisor,off,hardened,runsc,11,succeeded,808.199,,probe
C3,C_log_integrity,B2_gvisor_naive,gvisor,off,hardened,runsc,11,succeeded,783.975,,probe
D1,D_network_egress,B2_gvisor_naive,gvisor,off,hardened,runsc,11,succeeded,778.963,,probe
D2,D_network_egress,B2_gvisor_naive,gvisor,off,hardened,runsc,11,succeeded,727.995,,probe
D3,D_network_egress,B2_gvisor_naive,gvisor,off,hardened,runsc,11,succeeded,797.170,,probe
E1,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,11,succeeded,818.694,,probe
E2,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,11,succeeded,704.393,,probe
E3,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,11,contained,645.522,,probe
E4,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,11,contained,724.426,,probe
E5,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,11,contained,802.021,,probe
E6,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,11,contained,666.577,,probe
E7,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,11,contained,678.636,,probe
E8,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,11,contained,873.313,,probe
E9,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,11,contained,748.097,,probe
E10,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,11,contained,827.298,,probe
E11,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,11,contained,950.417,,probe
F1,F_rule_tampering,B2_gvisor_naive,gvisor,off,hardened,runsc,11,succeeded,931.066,,probe
F2,F_rule_tampering,B2_gvisor_naive,gvisor,off,hardened,runsc,11,succeeded,822.154,,probe
A1,A_identity_key,B2_gvisor_naive,gvisor,off,hardened,runsc,12,succeeded,861.889,,probe
A2,A_identity_key,B2_gvisor_naive,gvisor,off,hardened,runsc,12,succeeded,895.739,,probe
A3,A_identity_key,B2_gvisor_naive,gvisor,off,hardened,runsc,12,succeeded,866.307,,probe
B1,B_wallet_state,B2_gvisor_naive,gvisor,off,hardened,runsc,12,succeeded,979.583,,probe
B2,B_wallet_state,B2_gvisor_naive,gvisor,off,hardened,runsc,12,succeeded,853.983,,probe
C1,C_log_integrity,B2_gvisor_naive,gvisor,off,hardened,runsc,12,succeeded,795.909,,probe
C2,C_log_integrity,B2_gvisor_naive,gvisor,off,hardened,runsc,12,succeeded,1082.210,,probe
C3,C_log_integrity,B2_gvisor_naive,gvisor,off,hardened,runsc,12,succeeded,852.523,,probe
D1,D_network_egress,B2_gvisor_naive,gvisor,off,hardened,runsc,12,succeeded,717.752,,probe
D2,D_network_egress,B2_gvisor_naive,gvisor,off,hardened,runsc,12,succeeded,751.645,,probe
D3,D_network_egress,B2_gvisor_naive,gvisor,off,hardened,runsc,12,succeeded,725.291,,probe
E1,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,12,succeeded,788.639,,probe
E2,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,12,succeeded,796.227,,probe
E3,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,12,contained,580.050,,probe
E4,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,12,contained,812.285,,probe
E5,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,12,contained,811.552,,probe
E6,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,12,contained,618.333,,probe
E7,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,12,contained,567.508,,probe
E8,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,12,contained,811.184,,probe
E9,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,12,contained,634.033,,probe
E10,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,12,contained,589.791,,probe
E11,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,12,contained,751.633,,probe
F1,F_rule_tampering,B2_gvisor_naive,gvisor,off,hardened,runsc,12,succeeded,872.043,,probe
F2,F_rule_tampering,B2_gvisor_naive,gvisor,off,hardened,runsc,12,succeeded,787.653,,probe
A1,A_identity_key,B2_gvisor_naive,gvisor,off,hardened,runsc,13,succeeded,793.455,,probe
A2,A_identity_key,B2_gvisor_naive,gvisor,off,hardened,runsc,13,succeeded,850.659,,probe
A3,A_identity_key,B2_gvisor_naive,gvisor,off,hardened,runsc,13,succeeded,891.546,,probe
B1,B_wallet_state,B2_gvisor_naive,gvisor,off,hardened,runsc,13,succeeded,829.978,,probe
B2,B_wallet_state,B2_gvisor_naive,gvisor,off,hardened,runsc,13,succeeded,806.696,,probe
C1,C_log_integrity,B2_gvisor_naive,gvisor,off,hardened,runsc,13,succeeded,760.432,,probe
C2,C_log_integrity,B2_gvisor_naive,gvisor,off,hardened,runsc,13,succeeded,794.147,,probe
C3,C_log_integrity,B2_gvisor_naive,gvisor,off,hardened,runsc,13,succeeded,816.902,,probe
D1,D_network_egress,B2_gvisor_naive,gvisor,off,hardened,runsc,13,succeeded,773.781,,probe
D2,D_network_egress,B2_gvisor_naive,gvisor,off,hardened,runsc,13,succeeded,731.822,,probe
D3,D_network_egress,B2_gvisor_naive,gvisor,off,hardened,runsc,13,succeeded,783.979,,probe
E1,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,13,succeeded,821.051,,probe
E2,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,13,succeeded,854.259,,probe
E3,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,13,contained,692.613,,probe
E4,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,13,contained,792.113,,probe
E5,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,13,contained,833.741,,probe
E6,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,13,contained,663.416,,probe
E7,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,13,contained,598.986,,probe
E8,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,13,contained,806.533,,probe
E9,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,13,contained,630.882,,probe
E10,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,13,contained,641.377,,probe
E11,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,13,contained,736.701,,probe
F1,F_rule_tampering,B2_gvisor_naive,gvisor,off,hardened,runsc,13,succeeded,819.148,,probe
F2,F_rule_tampering,B2_gvisor_naive,gvisor,off,hardened,runsc,13,succeeded,811.436,,probe
A1,A_identity_key,B2_gvisor_naive,gvisor,off,hardened,runsc,14,succeeded,800.529,,probe
A2,A_identity_key,B2_gvisor_naive,gvisor,off,hardened,runsc,14,succeeded,868.232,,probe
A3,A_identity_key,B2_gvisor_naive,gvisor,off,hardened,runsc,14,succeeded,838.265,,probe
B1,B_wallet_state,B2_gvisor_naive,gvisor,off,hardened,runsc,14,succeeded,838.512,,probe
B2,B_wallet_state,B2_gvisor_naive,gvisor,off,hardened,runsc,14,succeeded,821.239,,probe
C1,C_log_integrity,B2_gvisor_naive,gvisor,off,hardened,runsc,14,succeeded,718.305,,probe
C2,C_log_integrity,B2_gvisor_naive,gvisor,off,hardened,runsc,14,succeeded,828.329,,probe
C3,C_log_integrity,B2_gvisor_naive,gvisor,off,hardened,runsc,14,succeeded,836.812,,probe
D1,D_network_egress,B2_gvisor_naive,gvisor,off,hardened,runsc,14,succeeded,832.813,,probe
D2,D_network_egress,B2_gvisor_naive,gvisor,off,hardened,runsc,14,succeeded,797.968,,probe
D3,D_network_egress,B2_gvisor_naive,gvisor,off,hardened,runsc,14,succeeded,813.634,,probe
E1,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,14,succeeded,794.237,,probe
E2,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,14,succeeded,809.874,,probe
E3,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,14,contained,651.952,,probe
E4,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,14,contained,851.806,,probe
E5,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,14,contained,949.489,,probe
E6,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,14,contained,826.283,,probe
E7,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,14,contained,807.512,,probe
E8,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,14,contained,1164.079,,probe
E9,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,14,contained,839.358,,probe
E10,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,14,contained,790.876,,probe
E11,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,14,contained,835.590,,probe
